data,tmedia,tmin,tmax
2023-01-01,12.0,6.0,18.0
2023-01-02,12.0,8.0,15.0
2023-01-03,12.0,8.0,16.0
2023-01-04,10.0,7.0,15.0
2023-01-05,9.0,4.0,13.0
2023-01-06,12.0,9.0,15.0
2023-01-07,11.0,8.0,14.0
2023-01-08,13.0,9.0,15.0
2023-01-09,13.0,10.0,15.0
2023-01-10,9.0,5.0,13.0
2023-01-11,7.0,1.0,12.0
2023-01-12,8.0,3.0,14.0
2023-01-13,9.0,3.0,14.0
2023-01-14,10.0,6.0,15.0
2023-01-15,12.0,7.0,14.0
2023-01-16,12.0,10.0,13.0
2023-01-17,12.0,11.0,15.0
2023-01-18,10.0,8.0,12.0
2023-01-19,8.0,5.0,11.0
2023-01-20,5.0,2.0,7.0
2023-01-21,5.0,4.0,7.0
2023-01-22,5.0,1.0,9.0
2023-01-23,5.0,3.0,8.0
2023-01-24,7.0,2.0,11.0
2023-01-25,7.0,3.0,12.0
2023-01-26,8.0,5.0,13.0
2023-01-27,6.0,2.0,10.0
2023-01-28,6.0,4.0,8.0
2023-01-29,6.0,1.0,11.0
2023-01-30,5.0,0.0,10.0
2023-01-31,7.0,1.0,14.0
2023-02-01,7.0,1.0,13.0
2023-02-02,8.0,3.0,14.0
2023-02-03,8.0,2.0,14.0
2023-02-04,9.0,3.0,15.0
2023-02-05,7.0,2.0,11.0
2023-02-06,5.0,0.0,10.0
2023-02-07,4.0,0.0,9.0
2023-02-08,4.0,0.0,9.0
2023-02-09,4.0,0.0,9.0
2023-02-10,4.0,-1.0,11.0
2023-02-11,5.0,0.0,12.0
2023-02-12,7.0,0.0,13.0
2023-02-13,8.0,1.0,14.0
2023-02-14,8.0,3.0,15.0
2023-02-15,9.0,2.0,17.0
2023-02-16,9.0,5.0,13.0
2023-02-17,10.0,6.0,14.0
2023-02-18,9.0,3.0,14.0
2023-02-19,12.0,9.0,15.0
2023-02-20,12.0,6.0,16.0
2023-02-21,12.0,9.0,15.0
2023-02-22,12.0,9.0,15.0
2023-02-23,11.0,6.0,15.0
2023-02-24,11.0,6.0,16.0
2023-02-25,15.0,13.0,17.0
2023-02-26,12.0,9.0,14.0
2023-02-27,10.0,6.0,14.0
2023-02-28,10.0,6.0,15.0
2023-03-01,10.0,7.0,13.0
2023-03-02,11.0,7.0,14.0
2023-03-03,10.0,7.0,13.0
2023-03-04,10.0,5.0,17.0
2023-03-05,10.0,3.0,14.0
2023-03-06,12.0,9.0,14.0
2023-03-07,11.0,8.0,15.0
2023-03-08,14.0,12.0,16.0
2023-03-09,15.0,13.0,18.0
2023-03-10,14.0,14.0,15.0
2023-03-11,15.0,8.0,19.0
2023-03-12,15.0,10.0,21.0
2023-03-13,14.0,8.0,19.0
2023-03-14,14.0,11.0,16.0
2023-03-15,13.0,9.0,17.0
2023-03-16,11.0,5.0,16.0
2023-03-17,10.0,4.0,15.0
2023-03-18,11.0,4.0,16.0
2023-03-19,12.0,10.0,15.0
2023-03-20,12.0,11.0,13.0
2023-03-21,13.0,9.0,18.0
2023-03-22,13.0,9.0,18.0
2023-03-23,14.0,8.0,20.0
2023-03-24,14.0,12.0,18.0
2023-03-25,14.0,10.0,18.0
2023-03-26,14.0,8.0,17.0
2023-03-27,12.0,8.0,17.0
2023-03-28,11.0,5.0,16.0
2023-03-29,11.0,6.0,15.0
2023-03-30,14.0,9.0,18.0
2023-03-31,15.0,12.0,18.0
2023-04-01,15.0,12.0,18.0
2023-04-02,13.0,7.0,18.0
2023-04-03,13.0,8.0,19.0
2023-04-04,11.0,6.0,15.0
2023-04-05,9.0,7.0,12.0
2023-04-06,9.0,3.0,15.0
2023-04-07,10.0,3.0,16.0
2023-04-08,10.0,7.0,13.0
2023-04-09,11.0,5.0,18.0
2023-04-10,12.0,6.0,17.0
2023-04-11,12.0,5.0,17.0
2023-04-12,14.0,8.0,20.0
2023-04-13,14.0,9.0,17.0
2023-04-14,11.0,7.0,15.0
2023-04-15,12.0,10.0,14.0
2023-04-16,12.0,8.0,18.0
2023-04-17,14.0,10.0,19.0
2023-04-18,13.0,11.0,16.0
2023-04-19,14.0,8.0,19.0
2023-04-20,14.0,8.0,19.0
2023-04-21,15.0,9.0,21.0
2023-04-22,16.0,10.0,22.0
2023-04-23,17.0,11.0,22.0
2023-04-24,16.0,14.0,20.0
2023-04-25,16.0,12.0,20.0
2023-04-26,15.0,9.0,21.0
2023-04-27,16.0,11.0,21.0
2023-04-28,16.0,9.0,21.0
2023-04-29,16.0,11.0,21.0
2023-04-30,17.0,14.0,21.0
2023-05-01,16.0,14.0,19.0
2023-05-02,16.0,14.0,20.0
2023-05-03,16.0,13.0,22.0
2023-05-04,17.0,12.0,22.0
2023-05-05,18.0,12.0,24.0
2023-05-06,18.0,13.0,23.0
2023-05-07,18.0,12.0,23.0
2023-05-08,16.0,15.0,18.0
2023-05-09,19.0,14.0,24.0
2023-05-10,17.0,15.0,19.0
2023-05-11,17.0,14.0,19.0
2023-05-12,16.0,13.0,20.0
2023-05-13,14.0,12.0,16.0
2023-05-14,16.0,13.0,20.0
2023-05-15,15.0,10.0,19.0
2023-05-16,14.0,12.0,17.0
2023-05-17,16.0,14.0,20.0
2023-05-18,16.0,12.0,19.0
2023-05-19,18.0,14.0,22.0
2023-05-20,18.0,16.0,21.0
2023-05-21,18.0,15.0,23.0
2023-05-22,20.0,14.0,25.0
2023-05-23,19.0,13.0,25.0
2023-05-24,19.0,14.0,25.0
2023-05-25,21.0,14.0,27.0
2023-05-26,22.0,15.0,28.0
2023-05-27,22.0,16.0,28.0
2023-05-28,21.0,15.0,26.0
2023-05-29,20.0,16.0,26.0
2023-05-30,20.0,14.0,26.0
2023-05-31,20.0,15.0,26.0
2023-06-01,20.0,15.0,27.0
2023-06-02,21.0,15.0,27.0
2023-06-03,22.0,17.0,26.0
2023-06-04,21.0,16.0,25.0
2023-06-05,20.0,17.0,24.0
2023-06-06,21.0,16.0,25.0
2023-06-07,22.0,16.0,27.0
2023-06-08,22.0,18.0,26.0
2023-06-09,22.0,17.0,26.0
2023-06-10,23.0,19.0,27.0
