data,tmedia,tmin,tmax
2020-10-07,17,11,23
2020-10-08,15,8,22
2020-10-09,14,9,20
2020-10-10,16,9,22
2020-10-11,13,10,15
2020-10-12,11,5,18
2020-10-13,10,4,18
2020-10-14,11,6,17
2020-10-15,11,10,12
2020-10-16,12,9,16
2020-10-17,11,5,17
2020-10-18,12,7,17
2020-10-19,11,5,18
2020-10-20,11,6,15
2020-10-21,13,9,17
2020-10-22,13,12,15
2020-10-23,14,13,14
2020-10-24,14,9,16
2020-10-25,13,8,17
2020-10-26,14,13,15
2020-10-27,12,9,16
2020-10-28,12,7,18
2020-10-29,12,7,17
2020-10-30,12,7,19
2020-10-31,11,6,16
2020-11-01,11,9,13
2020-11-02,12,10,15
2020-11-03,14,12,16
2020-11-04,15,13,16
2020-11-05,13,10,18
2020-11-06,14,9,18
2020-11-07,10,7,16
2020-11-08,11,6,18
2020-11-09,11,6,18
2020-11-10,10,6,16
2020-11-11,9,6,11
2020-11-12,11,8,14
2020-11-13,11,9,13
2020-11-14,11,9,13
2020-11-15,12,11,13
2020-11-16,10,6,13
2020-11-17,6,4,12
2020-11-18,7,5,8
2020-11-19,6,4,9
2020-11-20,8,3,13
2020-11-21,6,2,11
2020-11-22,3,1,10
2020-11-23,5,-2,10
2020-11-24,5,0,12
2020-11-25,4,-1,11
2020-11-26,3,-2,10
2020-11-27,3,-2,7
2020-11-28,6,1,10
2020-11-29,7,1,10
2020-11-30,5,0,7
2020-12-01,6,3,7
2020-12-02,2,1,4
2020-12-03,2,1,3
2020-12-04,3,1,6
2020-12-05,3,2,4
2020-12-06,4,2,5
2020-12-07,4,3,6
2020-12-08,6,5,7
2020-12-09,6,5,7
2020-12-10,6,2,9
2020-12-11,3,1,5
2020-12-12,5,2,7
2020-12-13,3,0,7
2020-12-14,1,-1,7
2020-12-15,5,1,7
2020-12-16,7,6,9
2020-12-17,8,6,9
2020-12-18,7,5,8
2020-12-19,8,6,10
2020-12-20,7,7,8
2020-12-21,8,8,9
2020-12-22,9,7,10
2020-12-23,9,9,10
2020-12-24,9,8,9
2020-12-25,6,4,9
2020-12-26,3,0,8
2020-12-27,1,-2,4
2020-12-28,1,-3,1
2020-12-29,-1,-5,1
2020-12-30,2,-2,5
2020-12-31,-1,-6,3
