data,tmedia,tmin,tmax
2021-01-01,2.0,1.0,2.0
2021-01-02,3.0,1.0,5.0
2021-01-03,5.0,4.0,8.0
2021-01-04,6.0,5.0,7.0
2021-01-05,5.0,3.0,7.0
2021-01-06,4.0,2.0,5.0
2021-01-07,4.0,2.0,6.0
2021-01-08,2.0,-2.0,6.0
2021-01-09,1.0,-3.0,5.0
2021-01-10,1.0,-3.0,5.0
2021-01-11,-1.0,-5.0,5.0
2021-01-12,0.0,-4.0,4.0
2021-01-13,4.0,0.0,12.0
2021-01-14,4.1,-1.1,10.4
2021-01-15,4.0,-2.0,6.0
2021-01-16,1.0,-3.0,6.0
2021-01-17,1.0,-3.0,5.0
2021-01-18,-2.0,-4.0,0.0
2021-01-19,0.0,-3.0,2.0
2021-01-20,2.0,1.0,2.0
2021-01-21,3.0,2.0,4.0
2021-01-22,4.0,3.0,5.0
2021-01-23,6.0,3.0,10.0
2021-01-24,3.0,-1.0,11.0
2021-01-25,4.0,-3.0,9.0
2021-01-26,6.0,2.0,10.0
2021-01-27,2.0,-4.0,7.0
2021-01-28,4.0,0.0,8.0
2021-01-29,3.0,0.0,8.0
2021-01-30,6.0,3.0,10.0
2021-01-31,7.0,4.0,11.0
2021-02-01,6.0,2.0,8.0
2021-02-02,4.0,0.0,7.0
2021-02-03,6.0,5.0,6.0
2021-02-04,8.0,6.0,9.0
2021-02-05,8.0,7.0,9.0
2021-02-06,9.0,8.0,10.0
2021-02-07,8.0,7.0,9.0
2021-02-08,8.0,3.0,13.0
2021-02-09,9.0,7.0,11.0
2021-02-10,8.0,6.0,9.0
2021-02-11,7.0,0.0,12.0
2021-02-12,3.0,-1.0,7.0
2021-02-13,0.0,-2.0,1.0
2021-02-14,0.0,-4.0,6.0
2021-02-15,2.0,-4.0,8.0
2021-02-16,5.0,-2.0,11.0
2021-02-17,8.0,5.0,14.0
2021-02-18,8.0,7.0,10.0
2021-02-19,9.0,7.0,11.0
2021-02-20,10.0,8.0,12.0
2021-02-21,10.0,8.0,13.0
2021-02-22,10.0,4.0,13.0
2021-02-23,10.0,4.0,17.0
2021-02-24,10.0,3.0,20.0
2021-02-25,11.0,3.0,20.0
2021-02-26,11.0,4.0,20.0
2021-02-27,12.0,5.0,18.0
2021-02-28,9.0,4.0,13.0
2021-03-01,8.0,1.0,16.0
2021-03-02,8.0,1.0,15.0
2021-03-03,9.0,4.0,14.0
2021-03-04,9.0,3.0,14.0
2021-03-05,12.0,7.0,16.0
2021-03-06,8.0,6.0,10.0
2021-03-07,6.0,1.0,11.0
2021-03-08,7.0,1.0,12.0
2021-03-09,8.0,1.0,13.0
2021-03-10,8.0,3.0,14.0
2021-03-11,8.0,2.0,11.0
2021-03-12,11.0,5.0,16.0
2021-03-13,9.0,2.0,16.0
2021-03-14,10.0,4.0,15.0
2021-03-15,10.0,2.0,16.0
2021-03-16,12.0,8.0,16.0
2021-03-17,10.0,3.0,15.0
2021-03-18,7.0,3.0,11.0
2021-03-19,6.0,2.0,10.0
2021-03-20,6.0,0.0,11.0
2021-03-21,5.0,-1.0,9.0
2021-03-22,8.0,-1.0,15.0
2021-03-23,9.0,5.0,14.0
2021-03-24,10.0,2.0,18.0
2021-03-25,11.0,4.0,18.0
2021-03-26,13.0,6.0,18.0
2021-03-27,13.0,11.0,16.0
2021-03-28,13.0,6.0,20.0
2021-03-29,15.0,6.0,22.0
2021-03-30,16.0,8.0,23.0
2021-03-31,16.0,9.0,24.0
2021-04-01,19.0,9.0,26.0
2021-04-02,19.0,13.0,27.0
2021-04-03,16.0,12.0,20.0
2021-04-04,12.0,9.0,16.0
2021-04-05,12.0,7.0,17.0
2021-04-06,10.0,4.0,15.0
2021-04-07,7.0,1.0,12.0
2021-04-08,9.0,-1.0,16.0
2021-04-09,10.0,6.0,15.0
2021-04-10,12.0,8.0,14.0
2021-04-11,10.0,9.0,12.0
2021-04-12,10.0,9.0,12.0
2021-04-13,10.0,6.0,14.0
2021-04-14,10.0,4.0,14.0
2021-04-15,8.0,6.0,11.0
2021-04-16,9.0,3.0,13.0
2021-04-17,10.0,3.0,15.0
2021-04-18,11.0,8.0,15.0
2021-04-19,12.0,7.0,17.0
2021-04-20,14.0,6.0,20.0
2021-04-21,14.0,7.0,18.0
2021-04-22,14.0,8.0,19.0
2021-04-23,15.0,10.0,20.0
2021-04-24,16.0,10.0,23.0
2021-04-25,18.0,10.0,24.0
2021-04-26,14.0,12.0,16.0
2021-04-27,13.0,10.0,15.0
2021-04-28,15.0,12.0,18.0
2021-04-29,14.0,13.0,15.0
2021-04-30,15.0,13.0,19.0
2021-05-01,15.0,13.0,17.0
2021-05-02,16.0,11.0,21.0
2021-05-03,14.0,11.0,19.0
2021-05-04,15.0,9.0,21.0
2021-05-05,15.0,12.0,21.0
2021-05-06,16.0,8.0,20.0
2021-05-07,18.0,11.0,25.0
2021-05-08,16.0,11.0,21.0
2021-05-09,18.0,11.0,22.0
2021-05-10,19.0,14.0,23.0
2021-05-11,15.0,13.0,17.0
2021-05-12,17.0,11.0,24.0
2021-05-13,17.0,13.0,23.0
2021-05-14,15.0,10.0,19.0
2021-05-15,14.0,8.0,19.0
2021-05-16,15.0,11.0,18.0
2021-05-17,18.0,12.0,25.0
2021-05-18,16.0,9.0,24.0
2021-05-19,18.0,10.0,23.0
2021-05-20,18.0,9.0,24.0
2021-05-21,17.0,12.0,23.0
2021-05-22,17.0,12.0,20.0
2021-05-23,19.0,14.0,25.0
2021-05-24,15.0,13.0,18.0
2021-05-25,17.0,10.0,24.0
2021-05-26,17.0,12.0,22.0
2021-05-27,19.0,12.0,26.0
2021-05-28,20.0,14.0,25.0
2021-05-29,21.0,16.0,26.0
2021-05-30,20.0,15.0,24.0
2021-05-31,20.0,16.0,24.0
2021-06-01,21.0,15.0,26.0
2021-06-02,21.0,17.0,25.0
2021-06-03,23.0,17.0,29.0
2021-06-04,23.0,15.0,30.0
2021-06-05,23.0,19.0,26.0
2021-06-06,22.0,16.0,29.0
2021-06-07,21.0,18.0,25.0
2021-06-08,22.0,18.0,26.0
2021-06-09,22.0,16.0,30.0
2021-06-10,23.0,16.0,28.0
2021-06-11,24.0,19.0,29.0
2021-06-12,25.0,17.0,31.0
2021-06-13,27.0,20.0,35.0
2021-06-14,26.0,20.0,30.0
2021-06-15,25.0,22.0,30.0
2021-06-16,25.0,20.0,30.0
2021-06-17,27.0,20.0,31.0
2021-06-18,27.0,21.0,32.0
2021-06-19,26.0,21.0,30.0
2021-06-20,25.0,20.0,30.0
2021-06-21,26.0,20.0,31.0
2021-06-22,26.0,21.0,31.0
2021-06-23,24.0,18.0,30.0
2021-06-24,23.0,16.0,30.0
2021-06-25,24.0,16.0,30.0
2021-06-26,25.0,17.0,30.0
2021-06-27,26.0,19.0,31.0
2021-06-28,28.0,21.0,33.0
2021-06-29,26.0,21.0,31.0
2021-06-30,25.0,19.0,30.0
2021-07-01,25.0,18.0,31.0
2021-07-02,25.0,21.0,30.0
2021-07-03,25.0,20.0,30.0
2021-07-04,21.0,19.0,24.0
2021-07-05,23.0,16.0,30.0
2021-07-06,26.0,18.0,31.0
2021-07-07,26.0,20.0,33.0
2021-07-08,22.0,18.0,30.0
2021-07-09,23.0,15.0,30.0
2021-07-10,24.0,16.0,31.0
2021-07-11,25.0,18.0,31.0
2021-07-12,26.0,20.0,30.0
2021-07-13,24.0,19.0,29.0
2021-07-14,20.0,16.0,25.0
2021-07-15,22.0,18.0,25.0
2021-07-16,22.0,17.0,28.0
2021-07-17,24.0,19.0,30.0
2021-07-18,26.0,19.0,31.0
2021-07-19,28.0,22.0,33.0
2021-07-20,27.0,20.0,33.0
2021-07-21,27.0,21.0,32.0
2021-07-22,27.0,24.0,31.0
2021-07-23,26.0,21.0,31.0
2021-07-24,27.0,24.0,31.0
2021-07-25,25.0,22.0,31.0
2021-07-26,22.0,18.0,28.0
2021-07-27,24.0,21.0,27.0
2021-07-28,24.0,20.0,28.0
2021-07-29,25.0,18.0,31.0
2021-07-30,26.0,20.0,30.0
2021-07-31,26.0,21.0,30.0
2021-08-01,22.0,19.0,27.0
2021-08-02,22.0,16.0,27.0
2021-08-03,22.0,18.0,27.0
2021-08-04,22.0,19.0,23.0
2021-08-05,23.0,17.0,29.0
2021-08-06,24.0,17.0,30.0
