data,tmedia,tmin,tmax
2022-04-02,8,6,10
2022-04-03,8,3,12
2022-04-04,10,7,14
2022-04-05,10,3,17
2022-04-06,10,5,13
2022-04-07,12,7,16
2022-04-08,15,11,19
2022-04-09,14,11,17
2022-04-10,11,5,16
2022-04-11,11,4,16
2022-04-12,12,5,18
2022-04-13,13,7,20
2022-04-14,15,8,22
2022-04-15,16,10,23
2022-04-16,17,9,23
2022-04-17,14,9,18
2022-04-18,12,6,19
2022-04-19,13,7,18
2022-04-20,15,9,20
2022-04-21,18,14,21
2022-04-22,14,11,18
2022-04-23,15,10,21
2022-04-24,16,13,19
2022-04-25,15,13,19
2022-04-26,16,11,21
2022-04-27,16,8,22
2022-04-28,18,10,24
2022-04-29,17,10,23
2022-04-30,16,10,21
2022-05-01,15,10,20
2022-05-02,15,9,21
2022-05-03,16,9,22
2022-05-04,16,12,22
2022-05-05,16,11,21
2022-05-06,20,14,24
2022-05-07,17,14,21
2022-05-08,17,13,22
2022-05-09,18,14,22
2022-05-10,19,12,26
2022-05-11,20,13,25
2022-05-12,20,14,26
2022-05-13,21,14,27
2022-05-14,20,13,27
2022-05-15,20,15,24
2022-05-16,21,15,27
2022-05-17,22,15,28
2022-05-18,23,15,30
2022-05-19,22,15,27
2022-05-20,21,15,28
2022-05-21,21,15,27
2022-05-22,22,17,27
2022-05-23,22,16,28
2022-05-24,24,15,30
2022-05-25,25,17,30
2022-05-26,25,19,32
2022-05-27,27,21,33
2022-05-28,25,20,31
2022-05-29,23,18,26
2022-05-30,24,20,28
2022-05-31,24,20,29
2022-06-01,24,17,30
2022-06-02,25,18,34
2022-06-03,26,19,32
2022-06-04,28,22,34
2022-06-05,28,21,35
2022-06-06,27,20,33
2022-06-07,25,19,32
2022-06-08,24,19,30
2022-06-09,21,18,26
2022-06-10,23,17,29
2022-06-11,25,17,31
2022-06-12,26,19,33
2022-06-13,25,19,31
2022-06-14,25,20,31
2022-06-15,25,19,31
2022-06-16,27,22,33
2022-06-17,26,20,32
2022-06-18,26,19,33
2022-06-19,26,20,31
2022-06-20,26,19,31
2022-06-21,26,19,32
2022-06-22,29,23,33
2022-06-23,26,22,33
2022-06-24,26,21,31
2022-06-25,27,23,32
2022-06-26,27,20,34
2022-06-27,31,22,39
2022-06-28,30,25,39
2022-06-29,26,22,32
2022-06-30,27,20,33
2022-07-01,28,21,34
2022-07-02,29,21,35
2022-07-03,30,23,36
2022-07-04,30,23,37
2022-07-05,29,23,34
2022-07-06,29,22,35
2022-07-07,27,22,32
2022-07-08,25,17,31
2022-07-09,25,19,32
2022-07-10,24,18,29
2022-07-11,26,20,31
2022-07-12,26,20,31
2022-07-13,26,21,30
2022-07-14,26,20,31
2022-07-15,27,21,33
2022-07-16,28,21,33
2022-07-17,29,21,35
2022-07-18,29,22,36
2022-07-19,29,23,35
2022-07-20,27,23,34
2022-07-21,29,23,36
2022-07-22,30,24,37
2022-07-23,30,24,35
2022-07-24,29,23,34
2022-07-25,29,23,35
2022-07-26,29,24,34
2022-07-27,28,25,32
2022-07-28,28,23,32
2022-07-29,28,23,32
2022-07-30,28,23,33
2022-07-31,28,23,33
2022-08-01,29,23,34
2022-08-02,29,23,35
2022-08-03,30,24,34
2022-08-04,29,24,34
2022-08-05,28,24,34
2022-08-06,30,24,35
2022-08-07,30,26,35
2022-08-08,27,23,34
2022-08-09,24,22,31
2022-08-10,26,20,33
2022-08-11,26,21,31
2022-08-12,25,20,30
2022-08-13,23,17,28
2022-08-14,24,18,31
2022-08-15,27,20,31
2022-08-16,27,22,32
2022-08-17,29,23,35
2022-08-18,30,25,35
2022-08-19,25,22,28
2022-08-20,24,19,30
2022-08-21,27,20,32
2022-08-22,26,22,31
2022-08-23,27,22,33
2022-08-24,25,20,31
2022-08-25,26,20,31
2022-08-26,27,22,32
2022-08-27,26,23,30
2022-08-28,25,21,29
2022-08-29,25,19,31
2022-08-30,27,21,33
2022-08-31,26,23,31
2022-09-01,23,20,28
2022-09-02,24,18,30
2022-09-03,24,21,29
2022-09-04,24,21,29
2022-09-05,25,19,33
2022-09-06,26,20,33
2022-09-07,27,22,32
2022-09-08,26,21,30
2022-09-09,27,22,32
2022-09-10,25,23,29
2022-09-11,25,20,29
2022-09-12,24,18,29
2022-09-13,25,18,30
2022-09-14,25,19,30
2022-09-15,25,21,28
2022-09-16,26,24,29
2022-09-17,22,15,26
2022-09-18,17,11,25
2022-09-19,21,14,26
2022-09-20,21,17,26
2022-09-21,20,14,25
2022-09-22,18,14,23
2022-09-23,18,11,23
2022-09-24,20,15,23
2022-09-25,19,16,23
2022-09-26,19,16,23
2022-09-27,20,16,23
2022-09-28,20,17,23
2022-09-29,21,15,24
2022-09-30,21,17,24
2022-10-01,19,17,21
2022-10-02,19,13,25
2022-10-03,20,14,26
2022-10-04,20,16,25
2022-10-05,20,14,25
2022-10-06,20,15,26
2022-10-07,20,15,25
2022-10-08,20,15,24
2022-10-09,19,16,24
2022-10-10,20,16,25
2022-10-11,19,14,25
2022-10-12,19,14,23
2022-10-13,18,16,19
2022-10-14,17,13,23
2022-10-15,18,12,24
2022-10-16,19,13,24
2022-10-17,19,13,25
2022-10-18,19,13,25
2022-10-19,19,14,25
2022-10-20,19,14,25
2022-10-21,18,13,24
2022-10-22,21,19,24
2022-10-23,21,18,25
2022-10-24,19,13,24
2022-10-25,20,14,25
2022-10-26,19,13,25
2022-10-27,19,12,26
2022-10-28,18,13,25
2022-10-29,18,13,26
2022-10-30,17,11,25
2022-10-31,18,11,25
2022-11-01,17,11,25
2022-11-02,17,11,22
2022-11-03,17,11,21
2022-11-04,19,16,20
2022-11-05,14,11,18
2022-11-06,15,10,21
2022-11-07,13,8,20
2022-11-08,13,7,20
2022-11-09,14,9,20
2022-11-10,15,11,21
2022-11-11,15,11,21
2022-11-12,13,9,17
2022-11-13,13,9,19
2022-11-14,12,9,16
2022-11-15,12,7,17
2022-11-16,18,16,20
2022-11-17,16,11,19
2022-11-18,17,15,19
2022-11-19,15,13,18
2022-11-20,11,8,15
2022-11-21,12,5,17
2022-11-22,12,9,16
2022-11-23,11,6,15
2022-11-24,13,8,17
2022-11-25,11,7,16
2022-11-26,12,8,14
2022-11-27,10,6,16
2022-11-28,10,5,14
2022-11-29,10,6,14
2022-11-30,9,5,15
2022-12-01,8,4,14
2022-12-02,10,7,14
2022-12-03,12,9,16
2022-12-04,14,11,16
2022-12-05,15,13,17
2022-12-06,14,10,17
2022-12-07,12,7,17
2022-12-08,13,12,16
2022-12-09,16,15,17
2022-12-10,15,12,17
2022-12-11,11,8,13
2022-12-12,8,2,12
2022-12-13,9,8,11
2022-12-14,10,8,16
2022-12-15,13,8,17
2022-12-16,15,13,17
2022-12-17,13,10,16
2022-12-18,12,8,16
2022-12-19,9,5,13
2022-12-20,8,4,15
2022-12-21,9,4,12
2022-12-22,12,9,16
2022-12-23,11,7,16
2022-12-24,13,8,17
2022-12-25,11,7,17
2022-12-26,12,6,17
2022-12-27,12,7,16
2022-12-28,13,9,17
2022-12-29,12,7,16
2022-12-30,14,12,17
2022-12-31,14,10,19
